Invoice No,Type,Order No,Order Type,Line ID,Invoice Date,Transaction Date,Shipped Date,Requested Date,Promised Date,Order By,Freight Handling,Route,Stop,Contain ID,Reference 1,Reference 2,Customer,Name,State,Country,Ship to Customer,Ship to Name,Ship to State,Ship to Country,Market Segment,Hyperion Code,B/P,Location,Item Number,Description 1,Description 2,Sub Family,Family,Grade,UOM,Quantity,Based Currency,Unit Price,Total Amount,Unit Cost,Total Cost,Currency,Unit Price,Total Value,UOM,Gross Weight,UOM,Net Weight,# of Package,G/L offset,Business Unit,Object,Subsidiary,Act Cat 07,Tagetik code,Terms,Sales Rep #,Name,Tax Rate,Tax Exp Code,Related Order,Related Type,Related Line Number,Delivery Instr 1,Delivery Instr 2,PO Received,PO Unit Price,PO Total Amount
314029,RI,21251551,D1,1,220110,211209,220110,220204,220204,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023713,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,231,CAD,17.931,4142.06,9.6708,2233.95,USD,14.11,3259.41,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314029,RI,21251551,D1,3,220110,211209,0,220204,220204,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023713,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314030,RI,21251558,D1,1,220110,211210,220110,211214,211214,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,295,8B,,EA,9,CAD,96.36,867.24,23.9556,215.6,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
314030,RI,21251558,D1,2,220110,211210,220110,211214,211214,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         RMD,1,1,1,1,295,8B,,EA,3,CAD,96.36,289.08,24.89,74.67,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
314030,RI,21251558,D1,3,220110,211210,0,211214,220110,1,1,1,1,T#,1,1,40023201,1,AB,CANADA,40023212,Customer-1514,AB,CANADA,PO,1,         DOR,1,1,1,1,295,8B,,EA,1,CAD,19.98,19.98,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
314031,RI,21251560,D1,1,220110,211210,220110,211217,211217,1,1,1,1,T#,1,1,40353301,1,FL,USA,40353310,Customer-1770,TX,USA,NW,1,         DOR,1,1,1,1,281,01,,EA,1,CAD,0,0,0,0,USD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
314031,RI,21251560,D1,2,220110,211210,0,211217,220110,1,1,1,1,T#,1,1,40353301,1,FL,USA,40353310,Customer-1770,TX,USA,NW,1,         DOR,1,1,1,1,281,01,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
314032,RI,22250022,D1,1,220110,220107,220110,220110,220110,1,1,1,1,T#,1,1,40090901,1,QC,CANADA,40090914,Customer-1713,QC,CANADA,PO,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,150,150,4.94,4.94,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314032,RI,22250022,D1,2,220110,220107,0,220110,220110,1,1,1,1,T#,1,1,40090901,1,QC,CANADA,40090914,Customer-1713,QC,CANADA,PO,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314033,RI,20250519,D1,16.1,220111,200409,220111,201210,211210,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,57,CAD,40.094,2285.36,25.6472,1461.89,USD,31.55,1798.35,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314033,RI,20250519,D1,24,220111,200409,220111,201210,211210,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,28,CAD,40.094,1122.63,25.6471,718.12,USD,31.55,883.4,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314033,RI,20250519,D1,27,220111,200409,0,201231,220111,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314034,RI,21250616,D1,1.2,220111,210505,220111,211124,211116,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,27,CAD,37.501,1012.53,30.9052,834.44,USD,29.51,796.77,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314034,RI,21250616,D1,4,220111,210505,0,210924,220111,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314035,RI,21251158,D1,1,220111,210914,220107,211217,211217,1,1,1,1,T#,1,1,40334601,1,,HUNGARY (HNG),40334601,Customer-1559,,HUNGARY (HNG),NH,1,         DOR,1,1,1,1,295,8B,,EA,42,CAD,90.074,3783.11,24.7524,1039.6,USD,70.88,2976.96,,0,LB,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
314035,RI,21251158,D1,3,220111,210914,0,211217,220111,1,1,1,1,T#,1,1,40334601,1,,HUNGARY (HNG),40334601,Customer-1559,,HUNGARY (HNG),NH,1,         DOR,1,1,1,1,295,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30005,Sales Representative-7,1,1,1,1,0,1,1,0,0,0
314036,RI,21251441,D1,1,220111,211117,220111,211213,211213,1,1,1,1,T#,1,1,40078201,1,QC,CANADA,40078215,Customer-1690,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,75,75,35.4,35.4,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314036,RI,21251441,D1,2,220111,211117,0,211213,220111,1,1,1,1,T#,1,1,40078201,1,QC,CANADA,40078215,Customer-1690,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,0,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314037,RI,21251493,D1,1,220111,211123,220111,211215,211215,1,1,1,1,T#,1,1,40356201,1,QC,CANADA,40356210,Customer-1737,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,124.52,124.52,67.56,67.56,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314037,RI,21251493,D1,2,220111,211123,220111,211215,211215,1,1,1,1,T#,1,1,40356201,1,QC,CANADA,40356210,Customer-1737,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,115.17,115.17,62.48,62.48,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314037,RI,21251493,D1,3,220111,211123,220111,211215,211215,1,1,1,1,T#,1,1,40356201,1,QC,CANADA,40356210,Customer-1737,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,70.44,70.44,38.22,38.22,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314037,RI,21251493,D1,4,220111,211123,220111,211215,211215,1,1,1,1,T#,1,1,40356201,1,QC,CANADA,40356210,Customer-1737,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,5,CAD,11.23,56.15,6.092,30.46,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314037,RI,21251493,D1,5,220111,211123,0,211215,220111,1,1,1,1,T#,1,1,40356201,1,QC,CANADA,40356210,Customer-1737,QC,CANADA,PP,1,         RMD,1,1,1,1,281,01,,EA,1,CAD,60.1,60.1,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314038,RI,21251501,D1,1,220111,211124,220111,211210,220105,1,1,1,1,T#,1,1,40325801,1,QC,CANADA,40325801,Customer-1578,QC,CANADA,OS,1,         RMD,1,1,1,1,281,01,,EA,14,CAD,17,238,7.3107,102.35,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314038,RI,21251501,D1,2,220111,211124,0,211210,220111,1,1,1,1,T#,1,1,40325801,1,QC,CANADA,40325801,Customer-1578,QC,CANADA,OS,1,         RMD,1,1,1,1,281,01,,EA,0,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314039,RI,21251519,D1,1,220111,211130,220111,220111,220111,1,1,1,1,T#,1,1,40033501,1,OR,USA,40033511,Customer-1447,IA,USA,PO,1,         DOR,1,1,1,1,296,3A,,EA,1,CAD,925.791,925.79,256.87,256.87,USD,728.51,728.51,,0,LB,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
314039,RI,21251519,D1,2,220111,211130,0,220111,220111,1,1,1,1,T#,1,1,40033501,1,OR,USA,40033511,Customer-1447,IA,USA,PO,1,         DOR,1,1,1,1,296,3A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
314040,RI,21251547,D1,1,220111,211208,220111,220113,220117,1,1,1,1,T#,1,1,40003501,1,QC,CANADA,40003510,Customer-1888,QC,CANADA,PR,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,1508.12,1508.12,409.85,409.85,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314040,RI,21251547,D1,2,220111,211208,0,220113,220113,1,1,1,1,T#,1,1,40003501,1,QC,CANADA,40003510,Customer-1888,QC,CANADA,PR,1,         DOR,1,1,1,1,290,8A,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314041,RI,21251212,D1,1,220112,210923,220110,211126,211126,1,1,1,1,T#,1,1,40024401,1,,ITALY,40024410,Customer-1722,,ITALY,IC,1,         DOR,1,1,1,1,298,8B,,EA,30,CAD,229.214,6876.42,144.054,4321.62,USD,180.37,5411.1,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314041,RI,21251212,D1,2,220112,210923,0,211126,220112,1,1,1,1,T#,1,1,40024401,1,,ITALY,40024410,Customer-1722,,ITALY,IC,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314042,RI,21251319,D1,1,220112,211014,220112,211223,211216,1,1,1,1,T#,1,1,40068101,1,QC,CANADA,40068162,Customer-1644,QC,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,5,CAD,492.4,2462,127.4,637,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314042,RI,21251319,D1,2,220112,211014,0,211223,220112,1,1,1,1,T#,1,1,40068101,1,QC,CANADA,40068162,Customer-1644,QC,CANADA,NH,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314043,RI,21251549,D1,1,220112,211209,220112,220502,220502,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,3000,CAD,1.716,5148,0.427,1281,USD,1.35,4050,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314043,RI,21251549,D1,2,220112,211209,220112,220214,220214,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1400,CAD,1.843,2580.2,0.115,161,USD,1.45,2030,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314043,RI,21251549,D1,3,220112,211209,220112,220418,220421,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,37,CAD,128.796,4765.45,82.8,3063.6,USD,101.35,3749.95,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314043,RI,21251549,D1,4,220112,211209,220112,220105,220105,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,340,CAD,17.474,5941.16,4.25,1445,USD,13.75,4675,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314043,RI,21251549,D1,5,220112,211209,0,220502,220502,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018110,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314044,RI,20250519,D1,12.3,220113,200409,220113,211126,211126,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,13,CAD,40.094,521.22,25.6469,333.41,USD,31.55,410.15,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314044,RI,20250519,D1,24.1,220113,200409,220113,201210,211210,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,40.094,40.09,25.65,25.65,USD,31.55,31.55,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314044,RI,20250519,D1,28,220113,200409,0,201231,220113,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314045,RI,21250905,D1,1,220113,210714,220113,220114,220106,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,10,CAD,40.094,400.94,25.647,256.47,USD,31.55,315.5,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314045,RI,21250905,D1,2,220113,210714,0,220114,220114,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256210,Customer-1843,UK,UNITED KINGDOM,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314046,RI,21250964,D1,1,220113,210727,220113,220105,211228,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256211,Customer-1110,FL,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,100,CAD,40.094,4009.4,25.6472,2564.72,USD,31.55,3155,,0,LB,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314046,RI,21250964,D1,2,220113,210727,0,220105,220113,1,1,1,1,T#,1,1,40256201,1,UK,UNITED KINGDOM,40256211,Customer-1110,FL,USA,TA,1,         DOR,1,1,1,1,292,8A,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,60117,Sales Representative-12,1,1,1,1,0,1,1,0,0,0
314047,RI,21251290,D1,1,220113,211007,220113,211220,211220,1,1,1,1,T#,1,1,40030801,1,WA,USA,40030812,Customer-1533,WA,USA,PO,1,         DOR,1,1,1,1,260,3B,,EA,2,CAD,2227.039,4454.08,857.785,1715.57,USD,1752.47,3504.94,,0,LB,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
314047,RI,21251290,D1,2,220113,211007,0,211220,220113,1,1,1,1,T#,1,1,40030801,1,WA,USA,40030812,Customer-1533,WA,USA,PO,1,         DOR,1,1,1,1,260,3B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30071,Sales Representative-10,1,1,1,1,0,1,1,0,0,0
314048,RI,21251488,D1,1,220113,211123,220111,211126,211126,1,1,1,1,T#,1,1,40329501,1,,MALAYSIA (MLS),40329514,Customer-1441,,MALAYSIA (MLS),TE,1,         RMD,1,1,1,1,225,06,,EA,34,CAD,129.12,4390.08,54.545,1854.53,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314048,RI,21251488,D1,2,220113,211123,0,211126,220114,1,1,1,1,T#,1,1,40329501,1,,MALAYSIA (MLS),40329514,Customer-1441,,MALAYSIA (MLS),TE,1,         DOR,1,1,1,1,225,06,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314049,RI,21251489,D1,1,220114,211123,220114,211125,211125,1,1,1,1,T#,1,1,40109601,1,PA,USA,40109613,Customer-1804,PA,USA,TR,1,         RMD,1,1,1,1,281,01,,EA,25,CAD,59.982,1499.55,13.1532,328.83,USD,47.2,1180,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
314049,RI,21251489,D1,2,220114,211123,0,211125,220114,1,1,1,1,T#,1,1,40109601,1,PA,USA,40109613,Customer-1804,PA,USA,TR,1,         RMD,1,1,1,1,281,01,,EA,0,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
314050,RI,21251537,D1,1,220114,211205,220114,211209,211209,1,1,1,1,T#,1,1,40068701,1,IL,USA,40068711,Customer-1654,IL,USA,TR,1,         RMD,1,1,1,1,290,8A,,EA,193,CAD,25.314,4885.6,5.5185,1065.07,USD,19.92,3844.56,,0,LB,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
314050,RI,21251537,D1,2,220114,211205,0,211209,220114,1,1,1,1,T#,1,1,40068701,1,IL,USA,40068711,Customer-1654,IL,USA,TR,1,         RMD,1,1,1,1,290,8A,,EA,0,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30006,Sales Representative-4,1,1,1,1,0,1,1,0,0,0
314051,RI,22250042,D1,1,220114,220113,220114,220114,220114,1,1,1,1,T#,1,1,40101501,1,TX,USA,40101510,Customer-1784,TX,USA,NO,1,         RMD,1,1,1,1,298,8B,,EA,5,CAD,103.545,517.73,69.472,347.36,USD,81.48,407.4,,0,LB,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
314051,RI,22250042,D1,2,220114,220113,0,220114,220114,1,1,1,1,T#,1,1,40101501,1,TX,USA,40101510,Customer-1784,TX,USA,NO,1,         DOR,1,1,1,1,298,8B,,EA,0,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
314052,RI,22550000,D8,1,220114,220114,0,220114,220114,1,1,1,1,T#,1,1,40018101,1,PA,USA,40018125,Customer-1443,PA,USA,TE,1,         RMD,1,1,1,1,670,D9,,EA,1,CAD,12199.68,12199.68,10988.22,10988.22,USD,9600,9600,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314053,RI,21251217,D1,1,220114,210923,220113,211126,220131,1,1,1,1,T#,1,1,40297001,1,PA,USA,40297013,Customer-1820,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,4,CAD,1428.506,5714.02,571.1725,2284.69,USD,1124.1,4496.4,,0,LB,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
314053,RI,21251217,D1,2,220114,210923,0,211126,220114,1,1,1,1,T#,1,1,40297001,1,PA,USA,40297013,Customer-1820,PA,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,51.023,51.02,0,0,USD,40.15,40.15,,0,,0,0,1,1,1,1,1,1,1,30016,Sales Representative-6,1,1,1,1,0,1,1,0,0,0
314054,RI,21251284,D1,1,220114,211007,220114,211115,211130,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023713,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,298,8B,,EA,50,CAD,127.016,6350.8,33.3324,1666.62,USD,99.95,4997.5,,0,LB,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314054,RI,21251284,D1,2,220114,211007,0,211130,220117,1,1,1,1,T#,1,1,40023701,1,,AUSTRALIA,40023713,Customer-768,,AUSTRALIA,IC,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31012,Sales Representative-14,1,1,1,1,0,1,1,0,0,0
314055,RI,21251529,D1,2,220114,211202,220114,220110,220110,1,1,1,1,T#,1,1,40144801,1,CT,USA,40144810,Customer-1930,CT,USA,PO,1,         DOR,1,1,1,1,290,8A,,EA,5,CAD,58.101,290.51,11.376,56.88,USD,45.72,228.6,,0,LB,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
314055,RI,21251529,D1,3,220114,211202,220114,220110,220110,1,1,1,1,T#,1,1,40144801,1,CT,USA,40144810,Customer-1930,CT,USA,PO,1,         DOR,1,1,1,1,298,8B,,EA,5,CAD,16.559,82.8,5.036,25.18,USD,13.03,65.15,,0,LB,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
314055,RI,21251529,D1,4,220114,211202,0,220110,220114,1,1,1,1,T#,1,1,40144801,1,CT,USA,40144810,Customer-1930,CT,USA,PO,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30013,Sales Representative-8,1,1,1,1,0,1,1,0,0,0
314056,RI,21251267,D1,1,220117,211004,220110,220131,220411,1,1,1,1,T#,1,1,40354301,1,NY,USA,40354310,Customer-1468,TX,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,2,CAD,10547.64,21095.28,5387.985,10775.97,USD,8300,16600,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314056,RI,21251267,D1,8,220117,211004,0,211004,220117,1,1,1,1,T#,1,1,40354301,1,NY,USA,40354310,Customer-1468,TX,USA,TE,1,         RMD,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314057,RI,21251356,D1,2,220117,211024,220117,211206,211206,1,1,1,1,T#,1,1,40340301,1,KS,USA,40340301,Customer-1916,KS,USA,OE,1,         DOR,1,1,1,1,298,8B,,EA,40,CAD,30.372,1214.88,7.2493,289.97,USD,23.9,956,,0,LB,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
314057,RI,21251356,D1,3,220117,211024,0,211206,220117,1,1,1,1,T#,1,1,40340301,1,KS,USA,40340301,Customer-1916,KS,USA,OE,1,         DOR,1,1,1,1,298,8B,,EA,1,CAD,0,0,0,0,USD,0,0,,0,,0,0,1,1,1,1,1,1,1,30062,Sales Representative-5,1,1,1,1,0,1,1,0,0,0
314058,RI,22250043,D1,1,220117,220113,220117,220114,220114,1,1,1,1,T#,1,1,40290401,1,QC,CANADA,40290401,Customer-1600,QC,CANADA,PO,1,         RMD,1,1,1,1,295,8B,,EA,2,CAD,101.2,202.4,24.89,49.78,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314058,RI,22250043,D1,2,220117,220113,220117,220114,220114,1,1,1,1,T#,1,1,40290401,1,QC,CANADA,40290401,Customer-1600,QC,CANADA,PO,1,         DOR,1,1,1,1,207,09,,EA,3,CAD,0,0,0,0,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314058,RI,22250043,D1,3,220117,220113,0,220114,220117,1,1,1,1,T#,1,1,40290401,1,QC,CANADA,40290401,Customer-1600,QC,CANADA,PO,1,         RMD,1,1,1,1,207,09,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,30010,Sales Representative-11,1,1,1,1,0,1,1,0,0,0
314059,RI,21250207,D1,17,220118,210211,220118,211231,220114,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,64,CAD,41.18,2635.52,5.162,330.37,CAD,0,0,,0,LB,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
314059,RI,21250207,D1,20,220118,210211,0,211231,220118,1,1,1,1,T#,1,1,40017901,1,QC,CANADA,40017927,Customer-1439,ON,CANADA,TE,1,         DOR,1,1,1,1,671,D9,,EA,1,CAD,0,0,0,0,CAD,0,0,,0,,0,0,1,1,1,1,1,1,1,31011,Sales Representative-17,1,1,1,1,0,1,1,0,0,0
